,filepaths,labels,data set
27848,train\PURPLE SWAMPHEN\006.jpg,PURPLE SWAMPHEN,train
27849,train\PURPLE SWAMPHEN\007.jpg,PURPLE SWAMPHEN,train
27850,train\PURPLE SWAMPHEN\008.jpg,PURPLE SWAMPHEN,train
27851,train\PURPLE SWAMPHEN\009.jpg,PURPLE SWAMPHEN,train
27852,train\PURPLE SWAMPHEN\010.jpg,PURPLE SWAMPHEN,train
27853,train\PURPLE SWAMPHEN\011.jpg,PURPLE SWAMPHEN,train
27854,train\PURPLE SWAMPHEN\012.jpg,PURPLE SWAMPHEN,train
27855,train\PURPLE SWAMPHEN\013.jpg,PURPLE SWAMPHEN,train
27856,train\PURPLE SWAMPHEN\014.jpg,PURPLE SWAMPHEN,train
27857,train\PURPLE SWAMPHEN\015.jpg,PURPLE SWAMPHEN,train
27858,train\PURPLE SWAMPHEN\016.jpg,PURPLE SWAMPHEN,train
27859,train\PURPLE SWAMPHEN\017.jpg,PURPLE SWAMPHEN,train
27860,train\PURPLE SWAMPHEN\018.jpg,PURPLE SWAMPHEN,train
27861,train\PURPLE SWAMPHEN\019.jpg,PURPLE SWAMPHEN,train
27862,train\PURPLE SWAMPHEN\020.jpg,PURPLE SWAMPHEN,train
27863,train\PURPLE SWAMPHEN\021.jpg,PURPLE SWAMPHEN,train
27864,train\PURPLE SWAMPHEN\022.jpg,PURPLE SWAMPHEN,train
27865,train\PURPLE SWAMPHEN\023.jpg,PURPLE SWAMPHEN,train
27866,train\PURPLE SWAMPHEN\024.jpg,PURPLE SWAMPHEN,train
27867,train\PURPLE SWAMPHEN\025.jpg,PURPLE SWAMPHEN,train
27868,train\PURPLE SWAMPHEN\026.jpg,PURPLE SWAMPHEN,train
27869,train\PURPLE SWAMPHEN\027.jpg,PURPLE SWAMPHEN,train
27870,train\PURPLE SWAMPHEN\028.jpg,PURPLE SWAMPHEN,train
27871,train\PURPLE SWAMPHEN\029.jpg,PURPLE SWAMPHEN,train
27872,train\PURPLE SWAMPHEN\030.jpg,PURPLE SWAMPHEN,train
27873,train\PURPLE SWAMPHEN\031.jpg,PURPLE SWAMPHEN,train
27874,train\PURPLE SWAMPHEN\032.jpg,PURPLE SWAMPHEN,train
27875,train\PURPLE SWAMPHEN\033.jpg,PURPLE SWAMPHEN,train
27876,train\PURPLE SWAMPHEN\034.jpg,PURPLE SWAMPHEN,train
27877,train\PURPLE SWAMPHEN\035.jpg,PURPLE SWAMPHEN,train
27878,train\PURPLE SWAMPHEN\036.jpg,PURPLE SWAMPHEN,train
27879,train\PURPLE SWAMPHEN\037.jpg,PURPLE SWAMPHEN,train
27880,train\PURPLE SWAMPHEN\038.jpg,PURPLE SWAMPHEN,train
27881,train\PURPLE SWAMPHEN\039.jpg,PURPLE SWAMPHEN,train
27882,train\PURPLE SWAMPHEN\040.jpg,PURPLE SWAMPHEN,train
27883,train\PURPLE SWAMPHEN\041.jpg,PURPLE SWAMPHEN,train
27884,train\PURPLE SWAMPHEN\042.jpg,PURPLE SWAMPHEN,train
27885,train\PURPLE SWAMPHEN\043.jpg,PURPLE SWAMPHEN,train
27886,train\PURPLE SWAMPHEN\044.jpg,PURPLE SWAMPHEN,train
27887,train\PURPLE SWAMPHEN\045.jpg,PURPLE SWAMPHEN,train
27888,train\PURPLE SWAMPHEN\046.jpg,PURPLE SWAMPHEN,train
27889,train\PURPLE SWAMPHEN\047.jpg,PURPLE SWAMPHEN,train
27890,train\PURPLE SWAMPHEN\048.jpg,PURPLE SWAMPHEN,train
27891,train\PURPLE SWAMPHEN\049.jpg,PURPLE SWAMPHEN,train
27892,train\PURPLE SWAMPHEN\050.jpg,PURPLE SWAMPHEN,train
27893,train\PURPLE SWAMPHEN\051.jpg,PURPLE SWAMPHEN,train
27894,train\PURPLE SWAMPHEN\052.jpg,PURPLE SWAMPHEN,train
27895,train\PURPLE SWAMPHEN\053.jpg,PURPLE SWAMPHEN,train
27896,train\PURPLE SWAMPHEN\054.jpg,PURPLE SWAMPHEN,train
27897,train\PURPLE SWAMPHEN\055.jpg,PURPLE SWAMPHEN,train
27898,train\PURPLE SWAMPHEN\056.jpg,PURPLE SWAMPHEN,train
27899,train\PURPLE SWAMPHEN\057.jpg,PURPLE SWAMPHEN,train
27900,train\PURPLE SWAMPHEN\058.jpg,PURPLE SWAMPHEN,train
27901,train\PURPLE SWAMPHEN\059.jpg,PURPLE SWAMPHEN,train
27902,train\PURPLE SWAMPHEN\060.jpg,PURPLE SWAMPHEN,train
27903,train\PURPLE SWAMPHEN\061.jpg,PURPLE SWAMPHEN,train
27904,train\PURPLE SWAMPHEN\062.jpg,PURPLE SWAMPHEN,train
27905,train\PURPLE SWAMPHEN\063.jpg,PURPLE SWAMPHEN,train
27906,train\PURPLE SWAMPHEN\064.jpg,PURPLE SWAMPHEN,train
27907,train\PURPLE SWAMPHEN\065.jpg,PURPLE SWAMPHEN,train
27908,train\PURPLE SWAMPHEN\066.jpg,PURPLE SWAMPHEN,train
27909,train\PURPLE SWAMPHEN\067.jpg,PURPLE SWAMPHEN,train
27910,train\PURPLE SWAMPHEN\068.jpg,PURPLE SWAMPHEN,train
27911,train\PURPLE SWAMPHEN\069.jpg,PURPLE SWAMPHEN,train
27912,train\PURPLE SWAMPHEN\070.jpg,PURPLE SWAMPHEN,train
27913,train\PURPLE SWAMPHEN\071.jpg,PURPLE SWAMPHEN,train
27914,train\PURPLE SWAMPHEN\072.jpg,PURPLE SWAMPHEN,train
27915,train\PURPLE SWAMPHEN\073.jpg,PURPLE SWAMPHEN,train
27916,train\PURPLE SWAMPHEN\074.jpg,PURPLE SWAMPHEN,train
27917,train\PURPLE SWAMPHEN\075.jpg,PURPLE SWAMPHEN,train
27918,train\PURPLE SWAMPHEN\076.jpg,PURPLE SWAMPHEN,train
27919,train\PURPLE SWAMPHEN\077.jpg,PURPLE SWAMPHEN,train
27920,train\PURPLE SWAMPHEN\078.jpg,PURPLE SWAMPHEN,train
27921,train\PURPLE SWAMPHEN\079.jpg,PURPLE SWAMPHEN,train
27922,train\PURPLE SWAMPHEN\080.jpg,PURPLE SWAMPHEN,train
27923,train\PURPLE SWAMPHEN\081.jpg,PURPLE SWAMPHEN,train
27924,train\PURPLE SWAMPHEN\082.jpg,PURPLE SWAMPHEN,train
27925,train\PURPLE SWAMPHEN\083.jpg,PURPLE SWAMPHEN,train
27926,train\PURPLE SWAMPHEN\084.jpg,PURPLE SWAMPHEN,train
27927,train\PURPLE SWAMPHEN\085.jpg,PURPLE SWAMPHEN,train
27928,train\PURPLE SWAMPHEN\086.jpg,PURPLE SWAMPHEN,train
27929,train\PURPLE SWAMPHEN\087.jpg,PURPLE SWAMPHEN,train
27930,train\PURPLE SWAMPHEN\088.jpg,PURPLE SWAMPHEN,train
27931,train\PURPLE SWAMPHEN\089.jpg,PURPLE SWAMPHEN,train
27932,train\PURPLE SWAMPHEN\090.jpg,PURPLE SWAMPHEN,train
27933,train\PURPLE SWAMPHEN\091.jpg,PURPLE SWAMPHEN,train
27934,train\PURPLE SWAMPHEN\092.jpg,PURPLE SWAMPHEN,train
27935,train\PURPLE SWAMPHEN\093.jpg,PURPLE SWAMPHEN,train
27936,train\PURPLE SWAMPHEN\094.jpg,PURPLE SWAMPHEN,train
27937,train\PURPLE SWAMPHEN\095.jpg,PURPLE SWAMPHEN,train
27938,train\PURPLE SWAMPHEN\096.jpg,PURPLE SWAMPHEN,train
27939,train\PURPLE SWAMPHEN\097.jpg,PURPLE SWAMPHEN,train
27940,train\PURPLE SWAMPHEN\098.jpg,PURPLE SWAMPHEN,train
27941,train\PURPLE SWAMPHEN\099.jpg,PURPLE SWAMPHEN,train
27942,train\PURPLE SWAMPHEN\100.jpg,PURPLE SWAMPHEN,train
27943,train\PURPLE SWAMPHEN\101.jpg,PURPLE SWAMPHEN,train
27944,train\PURPLE SWAMPHEN\102.jpg,PURPLE SWAMPHEN,train
27945,train\PURPLE SWAMPHEN\103.jpg,PURPLE SWAMPHEN,train
27946,train\PURPLE SWAMPHEN\104.jpg,PURPLE SWAMPHEN,train
27947,train\PURPLE SWAMPHEN\105.jpg,PURPLE SWAMPHEN,train
27948,train\PURPLE SWAMPHEN\106.jpg,PURPLE SWAMPHEN,train
27949,train\PURPLE SWAMPHEN\107.jpg,PURPLE SWAMPHEN,train
27950,train\PURPLE SWAMPHEN\108.jpg,PURPLE SWAMPHEN,train
27951,train\PURPLE SWAMPHEN\109.jpg,PURPLE SWAMPHEN,train
27952,train\PURPLE SWAMPHEN\110.jpg,PURPLE SWAMPHEN,train
27953,train\PURPLE SWAMPHEN\111.jpg,PURPLE SWAMPHEN,train
27954,train\PURPLE SWAMPHEN\112.jpg,PURPLE SWAMPHEN,train
27955,train\PURPLE SWAMPHEN\113.jpg,PURPLE SWAMPHEN,train
27956,train\PURPLE SWAMPHEN\114.jpg,PURPLE SWAMPHEN,train
27957,train\PURPLE SWAMPHEN\115.jpg,PURPLE SWAMPHEN,train
27958,train\PURPLE SWAMPHEN\116.jpg,PURPLE SWAMPHEN,train
27959,train\PURPLE SWAMPHEN\117.jpg,PURPLE SWAMPHEN,train
27960,train\PURPLE SWAMPHEN\118.jpg,PURPLE SWAMPHEN,train
27961,train\PURPLE SWAMPHEN\119.jpg,PURPLE SWAMPHEN,train
27962,train\PURPLE SWAMPHEN\120.jpg,PURPLE SWAMPHEN,train
27963,train\PURPLE SWAMPHEN\121.jpg,PURPLE SWAMPHEN,train
27964,train\PURPLE SWAMPHEN\122.jpg,PURPLE SWAMPHEN,train
27965,train\PURPLE SWAMPHEN\123.jpg,PURPLE SWAMPHEN,train
27966,train\PURPLE SWAMPHEN\124.jpg,PURPLE SWAMPHEN,train
27967,train\PURPLE SWAMPHEN\125.jpg,PURPLE SWAMPHEN,train
27968,train\PURPLE SWAMPHEN\126.jpg,PURPLE SWAMPHEN,train
27969,train\PURPLE SWAMPHEN\127.jpg,PURPLE SWAMPHEN,train
27970,train\PURPLE SWAMPHEN\128.jpg,PURPLE SWAMPHEN,train
27971,train\PURPLE SWAMPHEN\129.jpg,PURPLE SWAMPHEN,train
27972,train\PURPLE SWAMPHEN\130.jpg,PURPLE SWAMPHEN,train
27973,train\PURPLE SWAMPHEN\131.jpg,PURPLE SWAMPHEN,train
27974,train\PURPLE SWAMPHEN\132.jpg,PURPLE SWAMPHEN,train
27975,train\PURPLE SWAMPHEN\133.jpg,PURPLE SWAMPHEN,train
27976,train\PURPLE SWAMPHEN\134.jpg,PURPLE SWAMPHEN,train
27977,train\PURPLE SWAMPHEN\135.jpg,PURPLE SWAMPHEN,train
27978,train\PURPLE SWAMPHEN\136.jpg,PURPLE SWAMPHEN,train
27979,train\PURPLE SWAMPHEN\137.jpg,PURPLE SWAMPHEN,train
27980,train\PURPLE SWAMPHEN\138.jpg,PURPLE SWAMPHEN,train
27981,train\PURPLE SWAMPHEN\139.jpg,PURPLE SWAMPHEN,train
27982,train\PURPLE SWAMPHEN\140.jpg,PURPLE SWAMPHEN,train
27983,train\PURPLE SWAMPHEN\141.jpg,PURPLE SWAMPHEN,train
27984,train\PURPLE SWAMPHEN\142.jpg,PURPLE SWAMPHEN,train
27985,train\PURPLE SWAMPHEN\143.jpg,PURPLE SWAMPHEN,train
27986,train\PURPLE SWAMPHEN\144.jpg,PURPLE SWAMPHEN,train
27987,train\PURPLE SWAMPHEN\145.jpg,PURPLE SWAMPHEN,train
27988,train\PURPLE SWAMPHEN\146.jpg,PURPLE SWAMPHEN,train
27989,train\PURPLE SWAMPHEN\147.jpg,PURPLE SWAMPHEN,train
27990,train\PURPLE SWAMPHEN\148.jpg,PURPLE SWAMPHEN,train
27991,train\PURPLE SWAMPHEN\149.jpg,PURPLE SWAMPHEN,train
27992,train\PURPLE SWAMPHEN\150.jpg,PURPLE SWAMPHEN,train
27993,train\PURPLE SWAMPHEN\151.jpg,PURPLE SWAMPHEN,train
27994,train\PURPLE SWAMPHEN\152.jpg,PURPLE SWAMPHEN,train
27995,train\PURPLE SWAMPHEN\153.jpg,PURPLE SWAMPHEN,train
27996,train\PURPLE SWAMPHEN\154.jpg,PURPLE SWAMPHEN,train
27997,train\PYGMY KINGFISHER\001.jpg,PYGMY KINGFISHER,train
27998,train\PYGMY KINGFISHER\002.jpg,PYGMY KINGFISHER,train
27999,train\PYGMY KINGFISHER\003.jpg,PYGMY KINGFISHER,train
28000,train\PYGMY KINGFISHER\004.jpg,PYGMY KINGFISHER,train
28001,train\PYGMY KINGFISHER\005.jpg,PYGMY KINGFISHER,train
28002,train\PYGMY KINGFISHER\006.jpg,PYGMY KINGFISHER,train
28003,train\PYGMY KINGFISHER\007.jpg,PYGMY KINGFISHER,train
28004,train\PYGMY KINGFISHER\008.jpg,PYGMY KINGFISHER,train
28005,train\PYGMY KINGFISHER\009.jpg,PYGMY KINGFISHER,train
28006,train\PYGMY KINGFISHER\010.jpg,PYGMY KINGFISHER,train
28007,train\PYGMY KINGFISHER\011.jpg,PYGMY KINGFISHER,train
28008,train\PYGMY KINGFISHER\012.jpg,PYGMY KINGFISHER,train
28009,train\PYGMY KINGFISHER\013.jpg,PYGMY KINGFISHER,train
28010,train\PYGMY KINGFISHER\014.jpg,PYGMY KINGFISHER,train
28011,train\PYGMY KINGFISHER\015.jpg,PYGMY KINGFISHER,train
28012,train\PYGMY KINGFISHER\016.jpg,PYGMY KINGFISHER,train
28013,train\PYGMY KINGFISHER\017.jpg,PYGMY KINGFISHER,train
28014,train\PYGMY KINGFISHER\018.jpg,PYGMY KINGFISHER,train
28015,train\PYGMY KINGFISHER\019.jpg,PYGMY KINGFISHER,train
28016,train\PYGMY KINGFISHER\020.jpg,PYGMY KINGFISHER,train
28017,train\PYGMY KINGFISHER\021.jpg,PYGMY KINGFISHER,train
28018,train\PYGMY KINGFISHER\022.jpg,PYGMY KINGFISHER,train
28019,train\PYGMY KINGFISHER\023.jpg,PYGMY KINGFISHER,train
28020,train\PYGMY KINGFISHER\024.jpg,PYGMY KINGFISHER,train
28021,train\PYGMY KINGFISHER\025.jpg,PYGMY KINGFISHER,train
28022,train\PYGMY KINGFISHER\026.jpg,PYGMY KINGFISHER,train
28023,train\PYGMY KINGFISHER\027.jpg,PYGMY KINGFISHER,train
28024,train\PYGMY KINGFISHER\028.jpg,PYGMY KINGFISHER,train
28025,train\PYGMY KINGFISHER\029.jpg,PYGMY KINGFISHER,train
28026,train\PYGMY KINGFISHER\030.jpg,PYGMY KINGFISHER,train
28027,train\PYGMY KINGFISHER\031.jpg,PYGMY KINGFISHER,train
28028,train\PYGMY KINGFISHER\032.jpg,PYGMY KINGFISHER,train
28029,train\PYGMY KINGFISHER\033.jpg,PYGMY KINGFISHER,train
28030,train\PYGMY KINGFISHER\034.jpg,PYGMY KINGFISHER,train
28031,train\PYGMY KINGFISHER\035.jpg,PYGMY KINGFISHER,train
28032,train\PYGMY KINGFISHER\036.jpg,PYGMY KINGFISHER,train
28033,train\PYGMY KINGFISHER\037.jpg,PYGMY KINGFISHER,train
28034,train\PYGMY KINGFISHER\038.jpg,PYGMY KINGFISHER,train
28035,train\PYGMY KINGFISHER\039.jpg,PYGMY KINGFISHER,train
28036,train\PYGMY KINGFISHER\040.jpg,PYGMY KINGFISHER,train
28037,train\PYGMY KINGFISHER\041.jpg,PYGMY KINGFISHER,train
28038,train\PYGMY KINGFISHER\042.jpg,PYGMY KINGFISHER,train
28039,train\PYGMY KINGFISHER\043.jpg,PYGMY KINGFISHER,train
28040,train\PYGMY KINGFISHER\044.jpg,PYGMY KINGFISHER,train
28041,train\PYGMY KINGFISHER\045.jpg,PYGMY KINGFISHER,train
28042,train\PYGMY KINGFISHER\046.jpg,PYGMY KINGFISHER,train
28043,train\PYGMY KINGFISHER\047.jpg,PYGMY KINGFISHER,train
28044,train\PYGMY KINGFISHER\048.jpg,PYGMY KINGFISHER,train
28045,train\PYGMY KINGFISHER\049.jpg,PYGMY KINGFISHER,train
28046,train\PYGMY KINGFISHER\050.jpg,PYGMY KINGFISHER,train
28047,train\PYGMY KINGFISHER\051.jpg,PYGMY KINGFISHER,train
28048,train\PYGMY KINGFISHER\052.jpg,PYGMY KINGFISHER,train
28049,train\PYGMY KINGFISHER\053.jpg,PYGMY KINGFISHER,train
28050,train\PYGMY KINGFISHER\054.jpg,PYGMY KINGFISHER,train
28051,train\PYGMY KINGFISHER\055.jpg,PYGMY KINGFISHER,train
28052,train\PYGMY KINGFISHER\056.jpg,PYGMY KINGFISHER,train
28053,train\PYGMY KINGFISHER\057.jpg,PYGMY KINGFISHER,train
28054,train\PYGMY KINGFISHER\058.jpg,PYGMY KINGFISHER,train
28055,train\PYGMY KINGFISHER\059.jpg,PYGMY KINGFISHER,train
28056,train\PYGMY KINGFISHER\060.jpg,PYGMY KINGFISHER,train
28057,train\PYGMY KINGFISHER\061.jpg,PYGMY KINGFISHER,train
28058,train\PYGMY KINGFISHER\062.jpg,PYGMY KINGFISHER,train
28059,train\PYGMY KINGFISHER\063.jpg,PYGMY KINGFISHER,train
28060,train\PYGMY KINGFISHER\064.jpg,PYGMY KINGFISHER,train
28061,train\PYGMY KINGFISHER\065.jpg,PYGMY KINGFISHER,train
28062,train\PYGMY KINGFISHER\066.jpg,PYGMY KINGFISHER,train
28063,train\PYGMY KINGFISHER\067.jpg,PYGMY KINGFISHER,train
28064,train\PYGMY KINGFISHER\068.jpg,PYGMY KINGFISHER,train
28065,train\PYGMY KINGFISHER\069.jpg,PYGMY KINGFISHER,train
28066,train\PYGMY KINGFISHER\070.jpg,PYGMY KINGFISHER,train
28067,train\PYGMY KINGFISHER\071.jpg,PYGMY KINGFISHER,train
28068,train\PYGMY KINGFISHER\072.jpg,PYGMY KINGFISHER,train
28069,train\PYGMY KINGFISHER\073.jpg,PYGMY KINGFISHER,train
28070,train\PYGMY KINGFISHER\074.jpg,PYGMY KINGFISHER,train
28071,train\PYGMY KINGFISHER\075.jpg,PYGMY KINGFISHER,train
28072,train\PYGMY KINGFISHER\076.jpg,PYGMY KINGFISHER,train
28073,train\PYGMY KINGFISHER\077.jpg,PYGMY KINGFISHER,train
28074,train\PYGMY KINGFISHER\078.jpg,PYGMY KINGFISHER,train
28075,train\PYGMY KINGFISHER\079.jpg,PYGMY KINGFISHER,train
28076,train\PYGMY KINGFISHER\080.jpg,PYGMY KINGFISHER,train
28077,train\PYGMY KINGFISHER\081.jpg,PYGMY KINGFISHER,train
28078,train\PYGMY KINGFISHER\082.jpg,PYGMY KINGFISHER,train
28079,train\PYGMY KINGFISHER\083.jpg,PYGMY KINGFISHER,train
28080,train\PYGMY KINGFISHER\084.jpg,PYGMY KINGFISHER,train
28081,train\PYGMY KINGFISHER\085.jpg,PYGMY KINGFISHER,train
28082,train\PYGMY KINGFISHER\086.jpg,PYGMY KINGFISHER,train
28083,train\PYGMY KINGFISHER\087.jpg,PYGMY KINGFISHER,train
28084,train\PYGMY KINGFISHER\088.jpg,PYGMY KINGFISHER,train
28085,train\PYGMY KINGFISHER\089.jpg,PYGMY KINGFISHER,train
28086,train\PYGMY KINGFISHER\090.jpg,PYGMY KINGFISHER,train
28087,train\PYGMY KINGFISHER\091.jpg,PYGMY KINGFISHER,train
28088,train\PYGMY KINGFISHER\092.jpg,PYGMY KINGFISHER,train
28089,train\PYGMY KINGFISHER\093.jpg,PYGMY KINGFISHER,train
28090,train\PYGMY KINGFISHER\094.jpg,PYGMY KINGFISHER,train
28091,train\PYGMY KINGFISHER\095.jpg,PYGMY KINGFISHER,train
28092,train\PYGMY KINGFISHER\096.jpg,PYGMY KINGFISHER,train
28093,train\PYGMY KINGFISHER\097.jpg,PYGMY KINGFISHER,train
28094,train\PYGMY KINGFISHER\098.jpg,PYGMY KINGFISHER,train
28095,train\PYGMY KINGFISHER\099.jpg,PYGMY KINGFISHER,train
28096,train\PYGMY KINGFISHER\100.jpg,PYGMY KINGFISHER,train
28097,train\PYGMY KINGFISHER\101.jpg,PYGMY KINGFISHER,train
28098,train\PYGMY KINGFISHER\102.jpg,PYGMY KINGFISHER,train
28099,train\PYGMY KINGFISHER\103.jpg,PYGMY KINGFISHER,train
28100,train\PYGMY KINGFISHER\104.jpg,PYGMY KINGFISHER,train
28101,train\PYGMY KINGFISHER\105.jpg,PYGMY KINGFISHER,train
28102,train\PYGMY KINGFISHER\106.jpg,PYGMY KINGFISHER,train
28103,train\PYGMY KINGFISHER\107.jpg,PYGMY KINGFISHER,train
28104,train\PYGMY KINGFISHER\108.jpg,PYGMY KINGFISHER,train
28105,train\PYGMY KINGFISHER\109.jpg,PYGMY KINGFISHER,train
28106,train\PYGMY KINGFISHER\110.jpg,PYGMY KINGFISHER,train
28107,train\PYGMY KINGFISHER\111.jpg,PYGMY KINGFISHER,train
28108,train\PYGMY KINGFISHER\112.jpg,PYGMY KINGFISHER,train
28109,train\PYGMY KINGFISHER\113.jpg,PYGMY KINGFISHER,train
28110,train\PYGMY KINGFISHER\114.jpg,PYGMY KINGFISHER,train
28111,train\PYGMY KINGFISHER\115.jpg,PYGMY KINGFISHER,train
28112,train\PYGMY KINGFISHER\116.jpg,PYGMY KINGFISHER,train
28113,train\PYGMY KINGFISHER\117.jpg,PYGMY KINGFISHER,train
28114,train\PYGMY KINGFISHER\118.jpg,PYGMY KINGFISHER,train
28115,train\PYGMY KINGFISHER\119.jpg,PYGMY KINGFISHER,train
28116,train\PYGMY KINGFISHER\120.jpg,PYGMY KINGFISHER,train
28117,train\PYGMY KINGFISHER\121.jpg,PYGMY KINGFISHER,train
28118,train\PYGMY KINGFISHER\122.jpg,PYGMY KINGFISHER,train
28119,train\PYGMY KINGFISHER\123.jpg,PYGMY KINGFISHER,train
28120,train\PYGMY KINGFISHER\124.jpg,PYGMY KINGFISHER,train
28121,train\PYGMY KINGFISHER\125.jpg,PYGMY KINGFISHER,train
28122,train\PYGMY KINGFISHER\126.jpg,PYGMY KINGFISHER,train
28123,train\PYGMY KINGFISHER\127.jpg,PYGMY KINGFISHER,train
28124,train\PYGMY KINGFISHER\128.jpg,PYGMY KINGFISHER,train
28125,train\PYGMY KINGFISHER\129.jpg,PYGMY KINGFISHER,train
28126,train\PYGMY KINGFISHER\130.jpg,PYGMY KINGFISHER,train
28127,train\PYGMY KINGFISHER\131.jpg,PYGMY KINGFISHER,train
28128,train\PYGMY KINGFISHER\132.jpg,PYGMY KINGFISHER,train
28129,train\PYGMY KINGFISHER\133.jpg,PYGMY KINGFISHER,train
28130,train\PYGMY KINGFISHER\134.jpg,PYGMY KINGFISHER,train
28131,train\PYGMY KINGFISHER\135.jpg,PYGMY KINGFISHER,train
28132,train\PYGMY KINGFISHER\136.jpg,PYGMY KINGFISHER,train
28133,train\PYGMY KINGFISHER\137.jpg,PYGMY KINGFISHER,train
28134,train\PYGMY KINGFISHER\138.jpg,PYGMY KINGFISHER,train
28135,train\PYGMY KINGFISHER\139.jpg,PYGMY KINGFISHER,train
28136,train\PYGMY KINGFISHER\140.jpg,PYGMY KINGFISHER,train
28137,train\PYGMY KINGFISHER\141.jpg,PYGMY KINGFISHER,train
28138,train\PYGMY KINGFISHER\142.jpg,PYGMY KINGFISHER,train
28139,train\PYGMY KINGFISHER\143.jpg,PYGMY KINGFISHER,train
28140,train\PYGMY KINGFISHER\144.jpg,PYGMY KINGFISHER,train
28141,train\PYGMY KINGFISHER\145.jpg,PYGMY KINGFISHER,train
28142,train\PYGMY KINGFISHER\146.jpg,PYGMY KINGFISHER,train
28143,train\PYGMY KINGFISHER\147.jpg,PYGMY KINGFISHER,train
28144,train\PYGMY KINGFISHER\148.jpg,PYGMY KINGFISHER,train
28145,train\PYGMY KINGFISHER\149.jpg,PYGMY KINGFISHER,train
28146,train\PYGMY KINGFISHER\150.jpg,PYGMY KINGFISHER,train
28147,train\PYGMY KINGFISHER\151.jpg,PYGMY KINGFISHER,train
28148,train\PYGMY KINGFISHER\152.jpg,PYGMY KINGFISHER,train
28149,train\PYGMY KINGFISHER\153.jpg,PYGMY KINGFISHER,train
28150,train\PYGMY KINGFISHER\154.jpg,PYGMY KINGFISHER,train
28151,train\PYGMY KINGFISHER\155.jpg,PYGMY KINGFISHER,train
28152,train\PYGMY KINGFISHER\156.jpg,PYGMY KINGFISHER,train
28153,train\PYGMY KINGFISHER\157.jpg,PYGMY KINGFISHER,train
28154,train\PYGMY KINGFISHER\158.jpg,PYGMY KINGFISHER,train
28155,train\PYGMY KINGFISHER\159.jpg,PYGMY KINGFISHER,train
28156,train\PYGMY KINGFISHER\160.jpg,PYGMY KINGFISHER,train
28157,train\PYGMY KINGFISHER\161.jpg,PYGMY KINGFISHER,train
28158,train\PYGMY KINGFISHER\162.jpg,PYGMY KINGFISHER,train
28159,train\PYGMY KINGFISHER\163.jpg,PYGMY KINGFISHER,train
28160,train\PYGMY KINGFISHER\164.jpg,PYGMY KINGFISHER,train
28161,train\PYGMY KINGFISHER\165.jpg,PYGMY KINGFISHER,train
28162,train\PYGMY KINGFISHER\166.jpg,PYGMY KINGFISHER,train
28163,train\PYGMY KINGFISHER\167.jpg,PYGMY KINGFISHER,train
28164,train\PYGMY KINGFISHER\168.jpg,PYGMY KINGFISHER,train
28165,train\PYGMY KINGFISHER\169.jpg,PYGMY KINGFISHER,train
28166,train\PYGMY KINGFISHER\170.jpg,PYGMY KINGFISHER,train
28167,train\PYGMY KINGFISHER\171.jpg,PYGMY KINGFISHER,train
28168,train\PYGMY KINGFISHER\172.jpg,PYGMY KINGFISHER,train
28169,train\PYGMY KINGFISHER\173.jpg,PYGMY KINGFISHER,train
28170,train\QUETZAL\001.jpg,QUETZAL,train
28171,train\QUETZAL\002.jpg,QUETZAL,train
28172,train\QUETZAL\003.jpg,QUETZAL,train
28173,train\QUETZAL\004.jpg,QUETZAL,train
28174,train\QUETZAL\005.jpg,QUETZAL,train
28175,train\QUETZAL\006.jpg,QUETZAL,train
28176,train\QUETZAL\007.jpg,QUETZAL,train
28177,train\QUETZAL\008.jpg,QUETZAL,train
28178,train\QUETZAL\009.jpg,QUETZAL,train
28179,train\QUETZAL\010.jpg,QUETZAL,train
28180,train\QUETZAL\011.jpg,QUETZAL,train
28181,train\QUETZAL\012.jpg,QUETZAL,train
28182,train\QUETZAL\013.jpg,QUETZAL,train
28183,train\QUETZAL\014.jpg,QUETZAL,train
28184,train\QUETZAL\015.jpg,QUETZAL,train
28185,train\QUETZAL\016.jpg,QUETZAL,train
28186,train\QUETZAL\017.jpg,QUETZAL,train
28187,train\QUETZAL\018.jpg,QUETZAL,train
28188,train\QUETZAL\019.jpg,QUETZAL,train
28189,train\QUETZAL\020.jpg,QUETZAL,train
28190,train\QUETZAL\021.jpg,QUETZAL,train
28191,train\QUETZAL\022.jpg,QUETZAL,train
28192,train\QUETZAL\023.jpg,QUETZAL,train
28193,train\QUETZAL\024.jpg,QUETZAL,train
28194,train\QUETZAL\025.jpg,QUETZAL,train
28195,train\QUETZAL\026.jpg,QUETZAL,train
28196,train\QUETZAL\027.jpg,QUETZAL,train
28197,train\QUETZAL\028.jpg,QUETZAL,train
28198,train\QUETZAL\029.jpg,QUETZAL,train
28199,train\QUETZAL\030.jpg,QUETZAL,train
28200,train\QUETZAL\031.jpg,QUETZAL,train
28201,train\QUETZAL\032.jpg,QUETZAL,train
28202,train\QUETZAL\033.jpg,QUETZAL,train
28203,train\QUETZAL\034.jpg,QUETZAL,train
28204,train\QUETZAL\035.jpg,QUETZAL,train
28205,train\QUETZAL\036.jpg,QUETZAL,train
28206,train\QUETZAL\037.jpg,QUETZAL,train
28207,train\QUETZAL\038.jpg,QUETZAL,train
28208,train\QUETZAL\039.jpg,QUETZAL,train
28209,train\QUETZAL\040.jpg,QUETZAL,train
28210,train\QUETZAL\041.jpg,QUETZAL,train
